"","words","term.freq","doc.freq"
"12172","armagh",1,1
"12173","steepest",2,1
"12174","gradient",2,1
"12175","tunnels",2,1
"12176","length.east",1,1
"12177","railway.–we",1,1
"12178","dunbar",1,1
"12179","tranent",1,1
"12180","page",1,1
"12181","uniformity",1,1
"12182","increased.dundee",1,1
"12183","arbroath",1,1
"12184","railway.–the",1,1
"12185","committee's",1,1
"12186","abstract",2,2
"12187","furlongs",1,1
"12188","shareholders",2,2
"12189","locally",1,1
"12190","planes",1,1
"12191","differs",1,1
"12192","acts.–it",1,1
"12193","votes",1,1
"12194","exempted",1,1
"12195","coaches",1,1
"12196","chaises",1,1
"12197","gigs",1,1
"12198","saddle",1,1
"12199","occupiers",2,1
"12200","exemptions",1,1
"12201","heritors",3,2
"12202","follow.–east",1,1
"12203","correspondent.leith",1,1
"12204","last–john",1,1
"12205","honorary",1,1
"12206","bearers",1,1
"12207","countenance",1,1
"12208","influential",5,4
"12209","state.hay",1,1
"12210","straw.–in",1,1
"12211","straw",2,1
"12212","quoted",1,1
"12213","allegation",1,1
"12214","regatta",1,1
"12215","cornet",1,1
"12216","field.heriot's",1,1
"12217","hospital.–at",1,1
"12218","heriot's",2,1
"12219","trotter",1,1
"12220","thereafter",1,1
"12221","unanimous",2,2
"12222","councillor",3,2
"12223","gillespie",2,2
"12224","gratuitously",1,1
"12225","architect",2,2
"12226","half-yearly",3,2
"12227","classed",1,1
"12228","widow's",1,1
"12229","heriot",1,1
"12230","fatherless",1,1
"12231","burgesses",1,1
"12232","freemen",1,1
"12233","charity–hence",1,1
"12234","necessitous",2,2
"12235","filling",1,1
"12236","economy.–on",1,1
"12237","lectures",3,1
"12238","elder",3,1
"12239","acclamation",1,1
"12240","lecturer",1,1
"12241","self-elected",1,1
"12242","plate.it",1,1
"12243","grieve",1,1
"12244","newington",1,1
"12245","cottage",1,1
"12246","regretted.rare",1,1
"12247","sights",2,1
"12248","london.–a",1,1
"12249","voyaged",1,1
"12250","jaunt",1,1
"12251","steamers",1,1
"12252","tourist",1,1
"12253","theological",1,1
"12254","beasts",1,1
"12255","in't!the",1,1
"12256","theatre.–mr",1,1
"12257","kean",3,1
"12258","evening–an",1,1
"12259","longest",1,1
"12260","crowding",1,1
"12261","engagement–a",1,1
"12262","shakespeare's",1,1
"12263","hamlet",1,1
"12264","macbeth",1,1
"12265","othello",1,1
"12266","shylock",1,1
"12267","investing",2,2
"12268","exciting",4,4
"12269","versatility",1,1
"12270","individuality",1,1
"12271","strenuously",1,1
"12272","successfully",1,1
"12273","audience",1,1
"12274","wreaths",1,1
"12275","address:–ladies",1,1
"12276","gentlemen–i",1,1
"12277","whichever",1,1
"12278","pilgrimage",1,1
"12279","recur",1,1
"12280","fondly",1,1
"12281","threshold",1,1
"12282","pronounce",2,2
"12283","farewell",2,2
"12284","plaudits",1,1
"12285","performances",2,2
"12286","honey",2,2
"12287","haymarket",1,1
"12288","first.on",1,1
"12289","moxey",1,1
"12290","menzie's",1,1
"12291","harmonious",1,1
"12292","moxey.qualifications",1,1
"12293","elders.–the",1,1
"12294","cupar",2,2
"12295","walter",3,2
"12296","malcolm",6,3
"12297","factor",2,2
"12298","mugdrum",1,1
"12299","heritor",1,1
"12300","newburgh",1,1
"12301","protest",1,1
"12302","domicile",1,1
"12303","officiating",1,1
"12304","protesters",1,1
"12305","allowing",1,1
"12306","elders",1,1
"12307","vacate",1,1
"12308","intimation",1,1
"12309","m'gill",1,1
"12310","elders-elect",1,1
"12311","amusing",2,2
"12312","leven's",1,1
"12313","devotion",1,1
"12314","clerical",3,2
"12315","candour",1,1
"12316","respect.the",1,1
"12317","andrews",1,1
"12318","divinity",1,1
"12319","paxton",2,1
"12320","bestowing",2,2
"12321","ministrations",1,1
"12322","church-going",1,1
"12323","glowing",2,2
"12324","eloquence",2,2
"12325","pious",1,1
"12326","characterised",1,1
"12327","impressive",1,1
"12328","teachers",1,1
"12329","theology",1,1
"12330","synod",2,1
"12331","scriptures",1,1
"12332","unwearied",1,1
"12333","research",1,1
"12334","usages",9,9
"12335","ancients",1,1
"12336","illustrations",1,1
"12337","scripture–will",1,1
"12338","investigations",1,1
"12339","lucid",1,1
"12340","composition",1,1
"12341","paxton's",1,1
"12342","tennant.public",1,1
"12343","dick.–on",1,1
"12344","veterinary",3,1
"12345","surgeons",1,1
"12346","dick",4,2
"12347","lambert",1,1
"12348","croupier",3,2
"12349","stewards",3,1
"12350","pyper",1,1
"12351","craigs",1,1
"12352","laing",1,1
"12353","dunkenny",1,1
"12354","wordsworth",1,1
"12355","w.s",1,1
"12356","rennie",1,1
"12357","lizars",1,1
"12358","drs",2,2
"12359","spittal",1,1
"12360","knox",1,1
"12361","aitken",1,1
"12362","murdoch",1,1
"12363","coldoch",1,1
"12364","blackwood",1,1
"12365","oggs",1,1
"12366","toasts",5,2
"12367","toast",2,2
"12368","patrons",1,1
"12369","conviviality",1,1
"12370","hour.royal",1,1
"12371","infirmary–we",1,1
"12372","deducting",1,1
"12373","extertions",1,1
"12374","indigence",1,1
"12375","singapore",0,0
"12376","mangles",1,1
"12377","torres",2,1
"12378","murray's",1,1
"12379","long-missing",1,1
"12380","eaton",2,1
"12381","ironworks",1,1
"12382","novo",1,1
"12383","jobbed",1,1
"12384","correspondent.)our",1,1
"12385","indifferently",2,2
"12386","improvementit",1,1
"12387","mismanaged",1,1
"12388","trusts",2,2
"12389","temptation",1,1
"12390","ave",1,1
"12391","advertisements",1,1
"12392","makers",1,1
"12393","sweepings",1,1
"12394","crammed",1,1
"12395","jobbing",2,1
"12396","happen",9,9
"12397","shipowners",1,1
"12398","overcomes",1,1
"12399","obstructs",1,1
"12400","attainment",1,1
"12401","ailment",1,1
"12402","rulrs",1,1
"12403","thwarted",1,1
"12404","harpies",1,1
"12405","leeches",1,1
"12406","devour",1,1
"12407","suck",1,1
"12408","platter",1,1
"12409","sharpen",1,1
"12410","it.as",1,1
"12411","detailing",1,1
"12412","shuttlecock",1,1
"12413","battledore",1,1
"12414","office.if",1,1
"12415","inhuman",3,3
"12416","placard",1,1
"12417","postmasters",1,1
"12418","post-offices",1,1
"12419","circulate",1,1
"12420","irrevocable",1,1
"12421","prostitution",1,1
"12422","calss",1,1
"12423","old.mr",1,1
"12424","wakley",1,1
"12425","notions",1,1
"12426","paragraphs",1,1
"12427","country–actually",1,1
"12428","youn",1,1
"12429","authority–that",1,1
"12430","dates",1,1
"12431","meployment",1,1
"12432","int",1,1
"12433","reserve.mr",1,1
"12434","lushington",1,1
"12435","proceedigs",1,1
"12436","gration",1,1
"12437","mainted",1,1
"12438","posible",1,1
"12439","committee–to",1,1
"12440","sin",1,1
"12441","sendng",1,1
"12442","colonies–of",1,1
"12443","duping",1,1
"12444","unprotected",2,2
"12445","relied",1,1
"12446","ments",2,2
"12447","documents.the",1,1
"12448","trade.the",1,1
"12449","evening.–the",1,1
"12450","averages",2,1
"12451","progress.the",1,1
"12452","bays",1,1
"12453","combining",1,1
"12454","growers",1,1
"12455","land.s",1,1
"12456","australiangood",1,1
"12457","grease",1,1
"12458","frist",1,1
"12459","realised",1,1
"12460","woo's.huddersfield",1,1
"12461","tuesday.–there",1,1
"12462","good.bradford",1,1
"12463","unabated",1,1
"12464","staplers",1,1
"12465","sales.rochdale",1,1
"12466","last.–low",1,1
"12467","rochdale",1,1
"12468","considerale",1,1
"12469","extent.york",1,1
"12470","attendance",1,1
"12471","week's",1,1
"12472","hog",3,2
"12473","ewe",2,1
"12474","cots",2,1
"12475","adverting",2,2
"12476","imparted",10,10
"12477","collectively",2,2
"12478","individually",3,3
"12479","conscientiously",2,2
"12480","ecourage",1,1
"12481","furher",1,1
"12482","uprotected",1,1
"12483","realtives",1,1
"12484","australia–on",2,2
"12485","adelaide",2,2
"12486","renwick",1,1
"12487","couples",1,1
"12488","bachelors",1,1
"12489","spinsters",1,1
"12490","maturer",1,1
"12491","australiawe",1,1
"12492","spencer's",3,1
"12493","kangaroo",1,1
"12494","longitude",5,3
"12495","preferably",1,1
"12496","surveying",1,1
"12497","distinctive",1,1
"12498","positively",3,3
"12499","quasi",1,1
"12500","australasia",2,2
"12501","monopolised",1,1
"12502","termed",2,2
"12503","ridiculous",1,1
"12504","nationa",1,1
"12505","diemen-lander",1,1
"12506","south-wales-ian",1,1
"12507","river-ite",1,1
"12508","king-george's",1,1
"12509","soundian",1,1
"12510","holland.–the",1,1
"12511","despatched",3,3
"12512","geographical",2,2
"12513","australia.–an",1,1
"12514","sum–and",1,1
"12515","adults",1,1
"12516","clergyman",5,3
"12517","given–if",1,1
"12518","mid-lothian",1,1
"12519","skye",4,3
"12520","acommodate",1,1
"12521","emigrants.–the",1,1
"12522","midlothian",2,1
"12523","believw",1,1
"12524","appropriated",2,2
"12525","emigration–the",1,1
"12526","farm-servants",1,1
"12527","shepherds",2,2
"12528","multiplying",1,1
"12529","philip",6,5
"12530","zone",2,1
"12531","latitudes",1,1
"12532","torried",1,1
"12533","ago.though",1,1
"12534","unpromising",1,1
"12535","margin",1,1
"12536","capabale",1,1
"12537","mil",1,1
"12538","lions",1,1
"12539","contributing",1,1
"12540","hemisphere",4,4
"12541","correspondences",1,1
"12542","transferring",1,1
"12543","subjest",1,1
"12544","inference",1,1
"12545","improvident",1,1
"12546","duced",1,1
"12547","deteriorated",1,1
"12548","fraction",1,1
"12549","ninety-two",1,1
"12550","station.in",1,1
"12551","fluctua",1,1
"12552","addingthe",1,1
"12553","discrepancy",1,1
"12554","agent-general",2,1
"12555","comprehends",1,1
"12556","returned.the",1,1
"12557","years.annual",1,1
"12558","net",1,1
"12559","commerce.the",1,1
"12560","increment",1,1
"12561","independently",1,1
"12562","mortals",1,1
"12563","railroads",1,1
"12564","alleganies",1,1
"12565","absorb",1,1
"12566","finger",1,1
"12567","inventions",1,1
"12568","annihilate",1,1
"12569","juxtaposition",1,1
"12570","overpeopled.from",1,1
"12571","almanac",1,1
"12572","was–from",1,1
"12573","texas",1,1
"12574","celeris",1,1
"12575","paribus",1,1
"12576","sardinia",1,1
"12577","naples",1,1
"12578","papal",1,1
"12579","sends",2,1
"12580","nuisance",1,1
"12581","buchanan's",4,3
"12582","key",2,2
"12583","aldermen",1,1
"12584","almshouses",2,1
"12585","aliens",1,1
"12586","crowds",1,1
"12587","clustering",1,1
"12588","unaccustomed",1,1
"12589","rainment",1,1
"12590","australia.–several",0,0
"12591","souther",2,2
"12592","packet-ship",1,1
"12593","orleana",1,1
"12594","amount.general",1,1
"12595","flinter.–we",1,1
"12596","flinter",2,1
"12597","suicide",1,1
"12598","government.–morning",1,1
"12599","sub",1,1
"12600","jects.–the",1,1
"12601","refers",1,1
"12602","arrests",1,1
"12603","accuses",1,1
"12604","stimulating",2,2
"12605","revolt",2,2
"12606","conciliate",1,1
"12607","separatists",1,1
"12608","pomerania",1,1
"12609","assemblyon",1,1
"12610","tolbooth",1,1
"12611","church–dr",1,1
"12612","moderator",6,1
"12613","chair.the",1,1
"12614","recalled",1,1
"12615","glenelg",4,1
"12616","disavowing",1,1
"12617","blaming",1,1
"12618","satisfaction.the",1,1
"12619","approving",1,1
"12620","laymen",1,1
"12621","discontinued",1,1
"12622","ecclesiastical",2,1
"12623","defied",1,1
"12624","authority.on",1,1
"12625","re-appoint",1,1
"12626","country.case",1,1
"12627","isles.–the",1,1
"12628","lobby",1,1
"12629","sederunt",2,1
"12630","gardner",1,1
"12631","to–that",1,1
"12632","hearsay",1,1
"12633","inadmissable",1,1
"12634","vestibule",1,1
"12635","attempting",3,3
"12636","ministry",1,1
"12637","deposition",1,1
"12638","vacant.–the",1,1
"12639","deposition.case",1,1
"12640","lethendy.–in",1,1
"12641","procurator",1,1
"12642","presentee",3,2
"12643","lethendy",1,1
"12644","dunkeld",3,2
"12645","kessen",1,1
"12646","inducted",1,1
"12647","despite",2,2
"12648","interdicts",1,1
"12649","authorize",1,1
"12650","itself.mr",1,1
"12651","commendation",1,1
"12652","procurator's",1,1
"12653","practically",1,1
"12654","rightful",1,1
"12655","church.dr",1,1
"12656","bryce",2,1
"12657","unprepared",1,1
"12658","concur",1,1
"12659","bridges",4,1
"12660","bidding",1,1
"12661","trampling",1,1
"12662","punishment.–mr",1,1
"12663","inasmuch",2,2
"12664","dunkeld.mr",1,1
"12665","makgill",1,1
"12666","bishops",1,1
"12667","emphatically",1,1
"12668","upholding",1,1
"12669","share.mr",1,1
"12670","waive",1,1
"12671","intimating",1,1
"12672","incompetent",1,1
"12673","inexpedient",1,1
"12674","resolution.commemoration",1,1
"12675","centenary",2,1
"12676","glasgow.–in",1,1
"12677","founder",1,1
"12678","liverties",1,1
"12679","thanksgiving",1,1
"12680","almighty",1,1
"12681","zion.at",1,1
"12682","devotional",1,1
"12683","exercises",1,1
"12684","lee",2,2
"12685","succession.the",1,1
"12686","ship.–the",1,1
"12687","fejees",1,1
"12688","groups",3,3
"12689","wyndham",0,0
"12690","egremont.–morning",1,1
"12691","zealand.–a",1,1
"12692","tory",1,1
"12693","dejeuner",1,1
"12694","petre",2,2
"12695","daryanthus",1,1
"12696","excelsa–this",1,1
"12697","hothouses",1,1
"12698","collections–this",0,0
"12699","atholl",1,1
"12700","seapus",1,1
"12701","heigh",1,1
"12702","diverge",1,1
"12703","crimson",9,9
"12704","pink",1,1
"12705","outer",1,1
"12706","petals",1,1
"12707","crinum",1,1
"12708","amabile",1,1
"12709","green-houseplants.–dunkeld",1,1
"12710","may.by",1,1
"12711","presenter",1,1
"12712","deputy.on",1,1
"12713","kendal",1,1
"12714","preacher",1,1
"12715","mungo",1,1
"12716","orr",1,1
"12717","sea.–we",1,1
"12718","palmyra",2,2
"12719","bulwark",1,1
"12720","dismantled",1,1
"12721","towed",1,1
"12722","re-sailing",1,1
"12723","rae",1,1
"12724","colonisation",1,1
"12725","lloyds",1,1
"12726","london.–stirling",1,1
"12727","dublin.–one",1,1
"12728","monitor",1,1
"12729","rotunda",1,1
"12730","speakers",3,3
"12731","applauses",1,1
"12732","identified",1,1
"12733","superb",2,2
"12734","shannon",1,1
"12735","adamson",2,2
"12736","shot.–on",1,1
"12737","deliverate",1,1
"12738","palce",1,1
"12739","pocked",1,1
"12740","pistol",1,1
"12741","assailant",1,1
"12742","behaving",1,1
"12743","intrusting",1,1
"12744","recorded.–ibid",1,1
"12745","accompanies",2,2
"12746","officiate",1,1
"12747","clude",1,1
"12748","strictest",1,1
"12749","passengers.–new",1,1
"12750","poetrythe",1,1
"12751","woodland",13,1
"12752","nicoll.the",1,1
"12753","wilt",0,0
"12754","squirrel",1,1
"12755","perchen",1,1
"12756","oaken",1,1
"12757","tree",5,3
"12758","fern",1,1
"12759","doth",2,1
"12760","dew",1,1
"12761","wander",3,1
"12762","kiss",1,1
"12763","leaflets",1,1
"12764","peeps",1,1
"12765","nooks",1,1
"12766","dun",1,1
"12767","roam",1,1
"12768","song-birds",1,1
"12769","turf",2,2
"12770","shorn",8,8
"12771","fairy",2,1
"12772","daylight",1,1
"12773","dim",1,1
"12774","cushat's",1,1
"12775","coo",1,1
"12776","hermit's",1,1
"12777","hymn",1,1
"12778","care-worn",1,1
"12779","self-beguiled",1,1
"12780","woes",2,2
"12781","hazels",1,1
"12782","ladye-broom",1,1
"12783","god-built",1,1
"12784","patches",1,1
"12785","aye",2,1
"12786","gladden",1,1
"12787","nature's",1,1
"12788","stream–that",1,1
"12789","prattling",1,1
"12790","wanders",1,1
"12791","thy",2,1
"12792","woodlands",1,1
"12793","parth",1,1
"12794","woo",1,1
"12795","cup",1,1
"12796","omnipotence",1,1
"12797","scents",1,1
"12798","bowers",2,1
"12799","woodlan",2,1
"12800","dreamed",2,2
"12801","beauteous",1,1
"12802","tis",2,1
"12803","linnet's",1,1
"12804","fairies",1,1
"12805","wondrous",1,1
"12806","hermitage",1,1
"12807","reared",1,1
"12808","wold",1,1
"12809","crystal",1,1
"12810","springlet",1,1
"12811","pilgrim",1,1
"12812","stories",1,1
"12813","sunlight",2,1
"12814","olden",1,1
"12815","glories",1,1
"12816","hood",1,1
"12817","bowmen",1,1
"12818","raids",1,1
"12819","tales",1,1
"12820","prime",1,1
"12821","forever",1,1
"12822","piled",1,1
"12823","grassy",1,1
"12824","glades",1,1
"12825","wild!–make",1,1
"12826","haste.–make",1,1
"12827","haste",1,1
"12828","gladness",2,1
"12829","beside",2,2
"12830","gushing",1,1
"12831","gleam",1,1
"12832","paths",1,1
"12833","pluck",1,1
"12834","warns",1,1
"12835","tail's",1,1
"12836","magazinesong",1,1
"12837","steer",2,1
"12838","helmsman",1,1
"12839","stars",1,1
"12840","realm–one",1,1
"12841","england's",1,1
"12842","shine",2,2
"12843","cheer",7,1
"12844","smiling",2,1
"12845","importune",1,1
"12846","sow",1,1
"12847","plenty's",1,1
"12848","seeds",1,1
"12849","prune",1,1
"12850","chorus–cheer",3,1
"12851","uncheered",1,1
"12852","seclusion's",1,1
"12853","wildest",1,1
"12854","lowing",1,1
"12855","tinkling",1,1
"12856","folds",1,1
"12857","rubies",1,1
"12858","blush",1,1
"12859","vineyards",1,1
"12860","girt",2,2
"12861","gush",1,1
"12862","amalthea's",1,1
"12863","britannia's",1,1
"12864","veins",1,1
"12865","girdle",1,1
"12866","ariel's",1,1
"12867","magic",1,1
"12868","leiththursday",1,1
"12869","indus",2,1
"12870","broadfoot",1,1
"12871","professions",1,1
"12872","australia.on",1,1
"12873","deck",2,2
"12874","steam-ship",1,1
"12875","thighbone",1,1
"12876","bruised",1,1
"12877","dispensary",1,1
"12878","injuries",1,1
"12879","wales.–dr",1,1
"12880","convener",1,1
"12881","dissensions",1,1
"12882","recomitted",1,1
"12883","committee.–this",1,1
"12884","destitution.–some",1,1
"12885","sick-bed",1,1
"12886","temporarily",1,1
"12887","crippled",1,1
"12888","relive",1,1
"12889","thankfully",1,1
"12890","cunninham",1,1
"12891","tolbooth-wynd",1,1
"12892","zealand.–on",2,2
"12893","guildhall",1,1
"12894","requisition",2,2
"12895","preserving",2,2
"12896","abandonment",1,1
"12897","longestablished",1,1
"12898","endangered",1,1
"12899","pretensions",1,1
"12900","threatens",1,1
"12901","extermination",1,1
"12902","independency",1,1
"12903","hustings",1,1
"12904","accordance",1,1
"12905","hawes",1,1
"12906","devon",2,2
"12907","peers",1,1
"12908","ashburton",3,2
"12909","eliot",1,1
"12910","zealand–name",1,1
"12911","lambton",1,1
"12912","nicholson",4,4
"12913","statesmanlike",1,1
"12914","approval",1,1
"12915","perpetuating",1,1
"12916","weavers.–the",1,1
"12917","russell",7,4
"12918","transporting",2,2
"12919","enriched",1,1
"12920","refuses",1,1
"12921","literaturenarrative",1,1
"12922","whaling",2,1
"12923","debell",1,1
"12924","f.r.g.s",1,1
"12925","vols",1,1
"12926","bentley.we",1,1
"12927","volumes",2,1
"12928","scoresby's",1,1
"12929","volume",1,1
"12930","anatomy",1,1
"12931","sperm",3,1
"12932","untouched",1,1
"12933","dwindles",1,1
"12934","secondary",1,1
"12935","prominence",1,1
"12936","chapters",1,1
"12937","material.in",1,1
"12938","sketches",2,1
"12939","reading–full",1,1
"12940","graphic",1,1
"12941","primitive",1,1
"12942","simplicity",1,1
"12943","congregagation",1,1
"12944","raiatea",1,1
"12945","shirt",1,1
"12946","surmounting",1,1
"12947","maro",1,1
"12948","attire",1,1
"12949","coat",1,1
"12950","neckerchief",1,1
"12951","shirt!we",1,1
"12952","noted",2,1
"12953","purveyors",1,1
"12954","temperance",1,1
"12955","predicament.another",1,1
"12956","striking–mark",1,1
"12957","bon",1,1
"12958","vivants",1,1
"12959","civilzed",1,1
"12960","world–is",1,1
"12961","islanders",2,2
"12962","refined",1,1
"12963","civilised",1,1
"12964","highlanders",1,1
"12965","highlander",1,1
"12966","paten",1,1
"12967","cake",1,1
"12968","fellow-feeling",1,1
"12969","civic",1,1
"12970","dignitary",1,1
"12971","say.mr",1,1
"12972","bennett's",1,1
"12973","fault",1,1
"12974","phraseology.we",1,1
"12975","task.some",1,1
"12976","reluctant",1,1
"12977","tail",3,3
"12978","jaws",2,1
"12979","rushing",2,2
"12980","teeth",9,9
"12981","biting",1,1
"12982","wreck",2,1
"12983","fragments",1,1
"12984","swings",1,1
"12985","jaw",2,1
"12986","moments",11,11
"12987","attitude",1,1
"12988","rolling",1,1
"12989","harmlessly",1,1
"12990","expanded",1,1
"12991","demonstrations",1,1
"12992","flukes",1,1
"12993","boat's",1,1
"12994","swimming",2,2
"12995","clinging",1,1
"12996","passed.in",1,1
"12997","pusie",1,1
"12998","withstood",1,1
"12999","lances",1,1
"13000","hurled",1,1
"13001","bows",1,1
"13002","lacerated",1,1
"13003","animal's",1,1
"13004","jaw.a",1,1
"13005","tragical",1,1
"13006","ferocity",1,1
"13007","south-seaman",1,1
"13008","pollard",1,1
"13009","harpooned",1,1
"13010","equip",1,1
"13011","unserviceable",1,1
"13012","masthead",1,1
"13013","cachalot",1,1
"13014","guardian",1,1
"13015","meanwhile",2,2
"13016","approached",9,9
"13017","enraged",1,1
"13018","starboard",1,1
"13019","bow",2,1
"13020","barely",1,1
"13021","sink",2,2
"13022","equator",1,1
"13023","marquesan",1,1
"13024","inhospitable",1,1
"13025","race",5,4
"13026","privations.a",1,1
"13027","cachalots",1,1
"13028","tom",1,1
"13029","conspicuously",1,1
"13030","hump",1,1
"13031","gear",1,1
"13032","cimilar",1,1
"13033","celebrity",1,1
"13034","timor",1,1
"13035","invincible",1,1
"13036","whaler",1,1
"13037","forewarned",1,1
"13038","combative",1,1
"13039","floating",1,1
"13040","ruse",1,1
"13041","nipped",1,1
"13042","emigration.–there",1,1
"13043","twenty-three",1,1
"13044","berth",2,1
"13045","lan[?]ceston",1,1
"13046","port-philip",4,2
"13047","missionary.–the",1,1
"13048","lamented",1,1
"13049","subscriptions",2,2
"13050","chartists",5,1
"13051","again.(from",1,1
"13052","argus.)on",1,1
"13053","memorializing",1,1
"13054","mustered",1,1
"13055","obstruction",1,1
"13056","evening.–mr",1,1
"13057","resolution.–mr",1,1
"13058","chartist",3,1
"13059","spouter",1,1
"13060","purpose–that",1,1
"13061","operatives",1,1
"13062","repeatedly",1,1
"13063","convened",1,1
"13064","country–and",1,1
"13065","hissing",1,1
"13066","yelling",1,1
"13067","jack",1,1
"13068","woefully",1,1
"13069","impudence",1,1
"13070","discuss",1,1
"13071","gravely",2,2
"13072","indignantly",1,1
"13073","averred",1,1
"13074","incur",1,1
"13075","swallowed",1,1
"13076","cannibals",9,9
"13077","sagely",1,1
"13078","wicked",2,2
"13079","useless–for",1,1
"13080","childish",1,1
"13081","spouters",1,1
"13082","knocking",2,2
"13083","fraught",1,1
"13084","only–and",1,1
"13085","queen–to",1,1
"13086","stretch",1,1
"13087","obstructive",1,1
"13088","power–if",1,1
"13089","financial",1,1
"13090","manifestly",1,1
"13091","meantime",2,2
"13092","over-due",1,1
"13093","stanley",1,1
"13094","henceforth",1,1
"13095","walesmr",1,1
"13096","demnation",1,1
"13097","antecedently",1,1
"13098","murmur",1,1
"13099","averaged",1,1
"13100","assignment",2,1
"13101","maintaing",1,1
"13102","strictness",0,0
"13103","valid",1,1
"13104","exaction",1,1
"13105","oclony",1,1
"13106","impact",1,1
"13107","checking",1,1
"13108","abstracted",1,1
"13109","pressingly",1,1
"13110","intersts",1,1
"13111","cite",1,1
"13112","quorum",1,1
"13113","wales.we",1,1
"13114","cuncil",1,1
"13115","immigration",1,1
"13116","showing",1,1
"13117","immigrant",1,1
"13118","renumerating",1,1
"13119","employment.resolved",1,1
"13120","proving",1,1
"13121","able-bodied",1,1
"13122","dearth",1,1
"13123","arise.resolved",1,1
"13124","progressively",0,0
"13125","latter–the",1,1
"13126","period.resolved",1,1
"13127","adjourning",1,1
"13128","tyne",3,1
"13129","deptford",1,1
"13130","swainson",2,2
"13131","sations",1,1
"13132","patent",1,1
"13133","depot–many",1,1
"13134","rupert",0,0
"13135","companya",1,1
"13136","blackwall",1,1
"13137","improvers",1,1
"13138","bid",2,2
"13139","arrangeents",1,1
"13140","sumptuous",1,1
"13141","jos",1,1
"13142","somes",1,1
"13143","cottenham",1,1
"13144","sandon",1,1
"13145","marcus",1,1
"13146","clements",1,1
"13147","ebrington",1,1
"13148","maxwell",1,1
"13149","gowen",1,1
"13150","hinds",1,1
"13151","boulcott",1,1
"13152","hine",1,1
"13153","harland",1,1
"13154","doxatt",1,1
"13155","pennington",1,1
"13156","lean",1,1
"13157","jordan",1,1
"13158","dudley",1,1
"13159","costello",1,1
"13160","brees",1,1
"13161","r.n.&c",1,1
"13162","colonizing",1,1
"13163","first-rate",1,1
"13164","tuesday's",1,1
"13165","gazette)colonial",1,1
"13166","park",2,2
"13167","westminster",1,1
"13168","claimed",1,1
"13169","purpose.–by",1,1
"13170","gliddon",1,1
"13171","assis.-sec",1,1
"13172","letter.)–among",1,1
"13173","f.r.s",1,1
"13174","hobson",1,1
"13175","auckland",1,1
"13176","katherine",1,1
"13177","data",1,1
"13178","sources:–to",1,1
"13179","diem",1,1
"13180","tailors.–in",1,1
"13181","tailors",1,1
"13182","slopmakers",1,1
"13183","emigration.a",1,1
"13184","scale:–emigrants",1,1
"13185","startling",1,1
"13186","kingom",1,1
"13187","swell",3,3
"13188","census.the",1,1
"13189","royal.–the",1,1
"13190","pantomine",1,1
"13191","performances.music",1,1
"13192","hall.–we",1,1
"13193","pwers",1,1
"13194","cultivators",1,1
"13195","realisd",1,1
"13196","coincidence",2,1
"13197","to.martin's",1,1
"13198","paintings.–the",1,1
"13199","exhibition",10,9
"13200","paintings",2,1
"13201","creations",1,1
"13202","engravings",1,1
"13203","faint",1,1
"13204","contemplating",1,1
"13205","deluge",1,1
"13206","overlook",2,2
"13207","perishing",1,1
"13208","exquisitely",1,1
"13209","wrought",1,1
"13210","everything",3,3
"13211","terrific",1,1
"13212","pictures–pandemonium",1,1
"13213","bliss",1,1
"13214","indicative",1,1
"13215","poetic",1,1
"13216","artist",1,1
"13217","pictures",1,1
"13218","other–the",1,1
"13219","heavenly",1,1
"13220","serenity",1,1
"13221","loveliness",1,1
"13222","rests",1,1
"13223","delight",1,1
"13224","rembrandt",1,1
"13225","preservation.gordon's",1,1
"13226","diorama.–this",1,1
"13227","gordon's",1,1
"13228","tower",1,1
"13229","views.broughton-place",1,1
"13230","congregation.–we",1,1
"13231","croon",1,1
"13232","sanquhar",1,1
"13233","colleague",1,1
"13234","alleges",1,1
"13235","broughton-place",1,1
"13236","regret.cooke's",1,1
"13237","equestrian",1,1
"13238","leith.–mr",1,1
"13239","evening's",1,1
"13240","magistrates.captain",1,1
"13241","discoveries.–extracts",1,1
"13242","despatches",1,1
"13243","athenean",1,1
"13244","victoria",3,1
"13245","border",1,1
"13246","breadth",1,1
"13247","inaccessible",1,1
"13248","icebergs",1,1
"13249","parallel",2,2
"13250","pack",1,1
"13251","lofy",1,1
"13252","peaks",1,1
"13253","eternal",1,1
"13254","glaciers",1,1
"13255","summits",1,1
"13256","cliffs",3,1
"13257","mainland",1,1
"13258","volcanic",1,1
"13259","rocks",1,1
"13260","volcano",1,1
"13261","emitting",1,1
"13262","erebus",1,1
"13263","extinct",1,1
"13264","barred",1,1
"13265","elevation",1,1
"13266","thereabout",1,1
"13267","dip",1,1
"13268","declination",1,1
"13269","pole",3,1
"13270","affirmed",1,1
"13271","weddel",1,1
"13272","non-intrusion",3,1
"13273","disclosures.–in",1,1
"13274","newliston",1,1
"13275","kirknewton",1,1
"13276","disclaiming",1,1
"13277","assembly's",1,1
"13278","committee.sabbath",1,1
"13279","observance–the",1,1
"13280","sweetie",2,1
"13281","lax",1,1
"13282","unluckily",1,1
"13283","specimens",1,1
"13284","excommunicated",1,1
"13285","burying",1,1
"13286","figure",1,1
"13287","officer's",1,1
"13288","guess",1,1
"13289","reconciling",1,1
"13290","germans",1,1
"13291","stricter",1,1
